"Date","Amount_Theft"
"2004-10-25",315
"2004-10-26",293
"2004-10-27",299
"2004-10-28",285
"2004-10-29",278
"2004-10-30",273
"2004-10-31",241
"2004-11-01",342
"2004-11-02",245
"2004-11-03",259
"2004-11-04",259
"2004-11-05",261
"2004-11-06",224
"2004-11-07",219
"2004-11-08",264
"2004-11-09",262
"2004-11-10",268
"2004-11-11",264
"2004-11-12",259
"2004-11-13",253
"2004-11-14",216
"2004-11-15",291
"2004-11-16",250
"2004-11-17",239
"2004-11-18",265
"2004-11-19",253
"2004-11-20",301
"2004-11-21",198
"2004-11-22",267
"2004-11-23",294
"2004-11-24",251
"2004-11-25",127
"2004-11-26",242
"2004-11-27",214
"2004-11-28",182
"2004-11-29",219
"2004-11-30",209
"2004-12-01",297
"2004-12-02",226
"2004-12-03",268
"2004-12-04",213
"2004-12-05",188
"2004-12-06",220
"2004-12-07",239
"2004-12-08",232
"2004-12-09",240
"2004-12-10",246
"2004-12-11",223
"2004-12-12",208
"2004-12-13",220
"2004-12-14",214
"2004-12-15",262
"2004-12-16",223
"2004-12-17",277
"2004-12-18",227
"2004-12-19",197
"2004-12-20",216
"2004-12-21",219
"2004-12-22",214
"2004-12-23",231
"2004-12-24",166
"2004-12-25",88
"2004-12-26",133
"2004-12-27",216
"2004-12-28",237
"2004-12-29",208
"2004-12-30",224
"2004-12-31",214
"2005-01-01",466
"2005-01-02",198
"2005-01-03",198
"2005-01-04",202
"2005-01-05",184
"2005-01-06",156
"2005-01-07",194
"2005-01-08",175
"2005-01-09",137
"2005-01-10",231
"2005-01-11",224
"2005-01-12",212
"2005-01-13",204
"2005-01-14",199
"2005-01-15",201
"2005-01-16",170
"2005-01-17",206
"2005-01-18",203
"2005-01-19",195
"2005-01-20",196
"2005-01-21",174
"2005-01-22",131
"2005-01-23",117
"2005-01-24",201
"2005-01-25",200
"2005-01-26",186
"2005-01-27",183
"2005-01-28",240
"2005-01-29",183
"2005-01-30",155
"2005-01-31",193
"2005-02-01",266
"2005-02-02",209
"2005-02-03",159
"2005-02-04",224
"2005-02-05",184
"2005-02-06",170
"2005-02-07",176
"2005-02-08",217
"2005-02-09",197
"2005-02-10",193
"2005-02-11",201
"2005-02-12",191
"2005-02-13",138
"2005-02-14",199
"2005-02-15",203
"2005-02-16",236
"2005-02-17",172
"2005-02-18",221
"2005-02-19",188
"2005-02-20",168
"2005-02-21",197
"2005-02-22",206
"2005-02-23",248
"2005-02-24",204
"2005-02-25",255
"2005-02-26",191
"2005-02-27",144
"2005-02-28",235
"2005-03-01",277
"2005-03-02",210
"2005-03-03",214
"2005-03-04",201
"2005-03-05",217
"2005-03-06",176
"2005-03-07",215
"2005-03-08",206
"2005-03-09",179
"2005-03-10",197
"2005-03-11",246
"2005-03-12",220
"2005-03-13",167
"2005-03-14",221
"2005-03-15",204
"2005-03-16",226
"2005-03-17",214
"2005-03-18",235
"2005-03-19",205
"2005-03-20",172
"2005-03-21",199
"2005-03-22",220
"2005-03-23",237
"2005-03-24",203
"2005-03-25",233
"2005-03-26",228
"2005-03-27",192
"2005-03-28",214
"2005-03-29",216
"2005-03-30",221
"2005-03-31",206
"2005-04-01",316
"2005-04-02",205
"2005-04-03",184
"2005-04-04",219
"2005-04-05",248
"2005-04-06",262
"2005-04-07",211
"2005-04-08",249
"2005-04-09",222
"2005-04-10",219
"2005-04-11",185
"2005-04-12",226
"2005-04-13",231
"2005-04-14",240
"2005-04-15",294
"2005-04-16",224
"2005-04-17",214
"2005-04-18",237
"2005-04-19",247
"2005-04-20",277
"2005-04-21",270
"2005-04-22",247
"2005-04-23",221
"2005-04-24",188
"2005-04-25",238
"2005-04-26",239
"2005-04-27",226
"2005-04-28",245
"2005-04-29",242
"2005-04-30",215
"2005-05-01",303
"2005-05-02",219
"2005-05-03",212
"2005-05-04",222
"2005-05-05",261
"2005-05-06",261
"2005-05-07",219
"2005-05-08",153
"2005-05-09",222
"2005-05-10",242
"2005-05-11",233
"2005-05-12",254
"2005-05-13",244
"2005-05-14",216
"2005-05-15",199
"2005-05-16",263
"2005-05-17",235
"2005-05-18",263
"2005-05-19",229
"2005-05-20",259
"2005-05-21",255
"2005-05-22",201
"2005-05-23",267
"2005-05-24",249
"2005-05-25",238
"2005-05-26",263
"2005-05-27",241
"2005-05-28",222
"2005-05-29",201
"2005-05-30",187
"2005-05-31",243
"2005-06-01",315
"2005-06-02",208
"2005-06-03",234
"2005-06-04",224
"2005-06-05",213
"2005-06-06",241
"2005-06-07",252
"2005-06-08",231
"2005-06-09",189
"2005-06-10",265
"2005-06-11",259
"2005-06-12",215
"2005-06-13",246
"2005-06-14",300
"2005-06-15",262
"2005-06-16",241
"2005-06-17",296
"2005-06-18",203
"2005-06-19",188
"2005-06-20",222
"2005-06-21",267
"2005-06-22",271
"2005-06-23",235
"2005-06-24",254
"2005-06-25",243
"2005-06-26",255
"2005-06-27",277
"2005-06-28",288
"2005-06-29",268
"2005-06-30",246
"2005-07-01",342
"2005-07-02",232
"2005-07-03",260
"2005-07-04",214
"2005-07-05",261
"2005-07-06",286
"2005-07-07",267
"2005-07-08",262
"2005-07-09",291
"2005-07-10",283
"2005-07-11",265
"2005-07-12",278
"2005-07-13",301
"2005-07-14",281
"2005-07-15",312
"2005-07-16",291
"2005-07-17",262
"2005-07-18",280
"2005-07-19",268
"2005-07-20",313
"2005-07-21",290
"2005-07-22",280
"2005-07-23",233
"2005-07-24",228
"2005-07-25",311
"2005-07-26",257
"2005-07-27",253
"2005-07-28",259
"2005-07-29",272
"2005-07-30",293
"2005-07-31",267
"2005-08-01",346
"2005-08-02",256
"2005-08-03",273
"2005-08-04",301
"2005-08-05",307
"2005-08-06",278
"2005-08-07",219
"2005-08-08",287
"2005-08-09",289
"2005-08-10",312
"2005-08-11",260
"2005-08-12",280
"2005-08-13",263
"2005-08-14",222
"2005-08-15",276
"2005-08-16",273
"2005-08-17",252
"2005-08-18",256
"2005-08-19",305
"2005-08-20",265
"2005-08-21",239
"2005-08-22",283
"2005-08-23",264
"2005-08-24",288
"2005-08-25",279
"2005-08-26",303
"2005-08-27",246
"2005-08-28",224
"2005-08-29",246
"2005-08-30",272
"2005-08-31",294
"2005-09-01",370
"2005-09-02",289
"2005-09-03",226
"2005-09-04",216
"2005-09-05",229
"2005-09-06",277
"2005-09-07",229
"2005-09-08",220
"2005-09-09",256
"2005-09-10",268
"2005-09-11",235
"2005-09-12",275
"2005-09-13",261
"2005-09-14",245
"2005-09-15",283
"2005-09-16",283
"2005-09-17",211
"2005-09-18",219
"2005-09-19",234
"2005-09-20",284
"2005-09-21",271
"2005-09-22",227
"2005-09-23",235
"2005-09-24",257
"2005-09-25",213
"2005-09-26",242
"2005-09-27",259
"2005-09-28",244
"2005-09-29",262
"2005-09-30",262
"2005-10-01",315
"2005-10-02",223
"2005-10-03",267
"2005-10-04",246
"2005-10-05",242
"2005-10-06",258
"2005-10-07",267
"2005-10-08",252
"2005-10-09",218
"2005-10-10",247
"2005-10-11",234
"2005-10-12",242
"2005-10-13",236
"2005-10-14",279
"2005-10-15",221
"2005-10-16",200
"2005-10-17",287
"2005-10-18",235
"2005-10-19",280
"2005-10-20",272
"2005-10-21",264
"2005-10-22",273
"2005-10-23",226
"2005-10-24",264
"2005-10-25",286
"2005-10-26",228
"2005-10-27",222
"2005-10-28",254
"2005-10-29",241
"2005-10-30",217
"2005-10-31",250
"2005-11-01",328
"2005-11-02",219
"2005-11-03",236
"2005-11-04",255
"2005-11-05",274
"2005-11-06",238
"2005-11-07",257
"2005-11-08",255
"2005-11-09",254
"2005-11-10",255
"2005-11-11",254
"2005-11-12",233
"2005-11-13",232
"2005-11-14",233
"2005-11-15",252
"2005-11-16",230
"2005-11-17",220
"2005-11-18",262
"2005-11-19",225
"2005-11-20",211
"2005-11-21",215
"2005-11-22",258
"2005-11-23",270
"2005-11-24",140
"2005-11-25",193
"2005-11-26",200
"2005-11-27",206
"2005-11-28",234
"2005-11-29",234
"2005-11-30",203
"2005-12-01",292
"2005-12-02",267
"2005-12-03",226
"2005-12-04",173
"2005-12-05",198
"2005-12-06",196
"2005-12-07",187
"2005-12-08",181
"2005-12-09",210
"2005-12-10",202
"2005-12-11",151
"2005-12-12",196
"2005-12-13",189
"2005-12-14",239
"2005-12-15",248
"2005-12-16",234
"2005-12-17",159
"2005-12-18",160
"2005-12-19",214
"2005-12-20",179
"2005-12-21",209
"2005-12-22",253
"2005-12-23",230
"2005-12-24",181
"2005-12-25",121
"2005-12-26",181
"2005-12-27",212
"2005-12-28",222
"2005-12-29",218
"2005-12-30",201
"2005-12-31",200
"2006-01-01",520
"2006-01-02",185
"2006-01-03",224
"2006-01-04",237
"2006-01-05",197
"2006-01-06",247
"2006-01-07",216
"2006-01-08",198
"2006-01-09",227
"2006-01-10",233
"2006-01-11",242
"2006-01-12",202
"2006-01-13",285
"2006-01-14",210
"2006-01-15",201
"2006-01-16",201
"2006-01-17",236
"2006-01-18",218
"2006-01-19",233
"2006-01-20",269
"2006-01-21",207
"2006-01-22",156
"2006-01-23",210
"2006-01-24",215
"2006-01-25",198
"2006-01-26",211
"2006-01-27",266
"2006-01-28",239
"2006-01-29",207
"2006-01-30",222
"2006-01-31",213
"2006-02-01",285
"2006-02-02",205
"2006-02-03",238
"2006-02-04",198
"2006-02-05",159
"2006-02-06",187
"2006-02-07",194
"2006-02-08",210
"2006-02-09",216
"2006-02-10",233
"2006-02-11",211
"2006-02-12",165
"2006-02-13",187
"2006-02-14",188
"2006-02-15",174
"2006-02-16",196
"2006-02-17",201
"2006-02-18",182
"2006-02-19",124
"2006-02-20",184
"2006-02-21",181
"2006-02-22",215
"2006-02-23",221
"2006-02-24",217
"2006-02-25",198
"2006-02-26",161
"2006-02-27",217
"2006-02-28",218
"2006-03-01",296
"2006-03-02",198
"2006-03-03",241
"2006-03-04",200
"2006-03-05",148
"2006-03-06",214
"2006-03-07",231
"2006-03-08",222
"2006-03-09",186
"2006-03-10",233
"2006-03-11",202
"2006-03-12",179
"2006-03-13",206
"2006-03-14",211
"2006-03-15",260
"2006-03-16",233
"2006-03-17",269
"2006-03-18",243
"2006-03-19",170
"2006-03-20",210
"2006-03-21",204
"2006-03-22",207
"2006-03-23",230
"2006-03-24",234
"2006-03-25",212
"2006-03-26",179
"2006-03-27",270
"2006-03-28",213
"2006-03-29",238
"2006-03-30",225
"2006-03-31",252
"2006-04-01",282
"2006-04-02",177
"2006-04-03",212
"2006-04-04",249
"2006-04-05",212
"2006-04-06",227
"2006-04-07",239
"2006-04-08",236
"2006-04-09",185
"2006-04-10",237
"2006-04-11",204
"2006-04-12",224
"2006-04-13",224
"2006-04-14",216
"2006-04-15",248
"2006-04-16",154
"2006-04-17",223
"2006-04-18",215
"2006-04-19",229
"2006-04-20",235
"2006-04-21",260
"2006-04-22",202
"2006-04-23",210
"2006-04-24",243
"2006-04-25",213
"2006-04-26",231
"2006-04-27",251
"2006-04-28",248
"2006-04-29",247
"2006-04-30",191
"2006-05-01",340
"2006-05-02",227
"2006-05-03",252
"2006-05-04",230
"2006-05-05",254
"2006-05-06",209
"2006-05-07",193
"2006-05-08",233
"2006-05-09",238
"2006-05-10",259
"2006-05-11",234
"2006-05-12",267
"2006-05-13",233
"2006-05-14",185
"2006-05-15",264
"2006-05-16",270
"2006-05-17",211
"2006-05-18",234
"2006-05-19",247
"2006-05-20",227
"2006-05-21",191
"2006-05-22",211
"2006-05-23",235
"2006-05-24",243
"2006-05-25",223
"2006-05-26",268
"2006-05-27",220
"2006-05-28",184
"2006-05-29",175
"2006-05-30",247
"2006-05-31",231
"2006-06-01",315
"2006-06-02",229
"2006-06-03",276
"2006-06-04",207
"2006-06-05",228
"2006-06-06",229
"2006-06-07",232
"2006-06-08",247
"2006-06-09",276
"2006-06-10",232
"2006-06-11",214
"2006-06-12",265
"2006-06-13",241
"2006-06-14",247
"2006-06-15",268
"2006-06-16",277
"2006-06-17",230
"2006-06-18",229
"2006-06-19",243
"2006-06-20",250
"2006-06-21",278
"2006-06-22",245
"2006-06-23",268
"2006-06-24",225
"2006-06-25",196
"2006-06-26",282
"2006-06-27",252
"2006-06-28",282
"2006-06-29",220
"2006-06-30",273
"2006-07-01",297
"2006-07-02",224
"2006-07-03",267
"2006-07-04",185
"2006-07-05",255
"2006-07-06",260
"2006-07-07",275
"2006-07-08",220
"2006-07-09",259
"2006-07-10",249
"2006-07-11",222
"2006-07-12",301
"2006-07-13",289
"2006-07-14",297
"2006-07-15",294
"2006-07-16",256
"2006-07-17",301
"2006-07-18",300
"2006-07-19",300
"2006-07-20",276
"2006-07-21",312
"2006-07-22",286
"2006-07-23",213
"2006-07-24",298
"2006-07-25",285
"2006-07-26",297
"2006-07-27",281
"2006-07-28",318
"2006-07-29",273
"2006-07-30",237
"2006-07-31",242
"2006-08-01",330
"2006-08-02",244
"2006-08-03",271
"2006-08-04",277
"2006-08-05",273
"2006-08-06",229
"2006-08-07",265
"2006-08-08",255
"2006-08-09",218
"2006-08-10",273
"2006-08-11",307
"2006-08-12",238
"2006-08-13",231
"2006-08-14",279
"2006-08-15",294
"2006-08-16",262
"2006-08-17",275
"2006-08-18",271
"2006-08-19",269
"2006-08-20",258
"2006-08-21",294
"2006-08-22",245
"2006-08-23",268
"2006-08-24",262
"2006-08-25",258
"2006-08-26",250
"2006-08-27",234
"2006-08-28",269
"2006-08-29",292
"2006-08-30",275
"2006-08-31",270
"2006-09-01",356
"2006-09-02",249
"2006-09-03",212
"2006-09-04",199
"2006-09-05",259
"2006-09-06",251
"2006-09-07",268
"2006-09-08",271
"2006-09-09",262
"2006-09-10",206
"2006-09-11",244
"2006-09-12",286
"2006-09-13",251
"2006-09-14",237
"2006-09-15",314
"2006-09-16",211
"2006-09-17",213
"2006-09-18",254
"2006-09-19",256
"2006-09-20",251
"2006-09-21",251
"2006-09-22",268
"2006-09-23",239
"2006-09-24",195
"2006-09-25",232
"2006-09-26",271
"2006-09-27",224
"2006-09-28",253
"2006-09-29",262
"2006-09-30",263
"2006-10-01",295
"2006-10-02",232
"2006-10-03",237
"2006-10-04",279
"2006-10-05",261
"2006-10-06",250
"2006-10-07",228
"2006-10-08",226
"2006-10-09",212
"2006-10-10",243
"2006-10-11",241
"2006-10-12",216
"2006-10-13",266
"2006-10-14",204
"2006-10-15",241
"2006-10-16",246
"2006-10-17",253
"2006-10-18",252
"2006-10-19",249
"2006-10-20",262
"2006-10-21",245
"2006-10-22",192
"2006-10-23",204
"2006-10-24",247
"2006-10-25",240
"2006-10-26",233
"2006-10-27",269
"2006-10-28",258
"2006-10-29",223
"2006-10-30",268
"2006-10-31",240
"2006-11-01",322
"2006-11-02",224
"2006-11-03",266
"2006-11-04",209
"2006-11-05",198
"2006-11-06",281
"2006-11-07",216
"2006-11-08",214
"2006-11-09",235
"2006-11-10",251
"2006-11-11",240
"2006-11-12",224
"2006-11-13",241
"2006-11-14",204
"2006-11-15",259
"2006-11-16",270
"2006-11-17",225
"2006-11-18",224
"2006-11-19",152
"2006-11-20",241
"2006-11-21",255
"2006-11-22",215
"2006-11-23",148
"2006-11-24",238
"2006-11-25",221
"2006-11-26",203
"2006-11-27",245
"2006-11-28",255
"2006-11-29",248
"2006-11-30",247
"2006-12-01",286
"2006-12-02",183
"2006-12-03",158
"2006-12-04",201
"2006-12-05",179
"2006-12-06",227
"2006-12-07",179
"2006-12-08",211
"2006-12-09",185
"2006-12-10",215
"2006-12-11",245
"2006-12-12",269
"2006-12-13",264
"2006-12-14",258
"2006-12-15",295
"2006-12-16",214
"2006-12-17",179
"2006-12-18",239
"2006-12-19",256
"2006-12-20",263
"2006-12-21",231
"2006-12-22",225
"2006-12-23",228
"2006-12-24",147
"2006-12-25",97
"2006-12-26",200
"2006-12-27",236
"2006-12-28",207
"2006-12-29",195
"2006-12-30",220
"2006-12-31",231
"2007-01-01",546
"2007-01-02",235
"2007-01-03",207
"2007-01-04",219
"2007-01-05",235
"2007-01-06",211
"2007-01-07",183
"2007-01-08",206
"2007-01-09",220
"2007-01-10",219
"2007-01-11",239
"2007-01-12",266
"2007-01-13",171
"2007-01-14",167
"2007-01-15",180
"2007-01-16",193
"2007-01-17",182
"2007-01-18",195
"2007-01-19",238
"2007-01-20",206
"2007-01-21",158
"2007-01-22",213
"2007-01-23",208
"2007-01-24",205
"2007-01-25",201
"2007-01-26",225
"2007-01-27",209
"2007-01-28",129
"2007-01-29",192
"2007-01-30",188
"2007-01-31",186
"2007-02-01",281
"2007-02-02",193
"2007-02-03",165
"2007-02-04",116
"2007-02-05",137
"2007-02-06",127
"2007-02-07",181
"2007-02-08",190
"2007-02-09",187
"2007-02-10",161
"2007-02-11",125
"2007-02-12",155
"2007-02-13",158
"2007-02-14",138
"2007-02-15",166
"2007-02-16",185
"2007-02-17",138
"2007-02-18",110
"2007-02-19",195
"2007-02-20",209
"2007-02-21",219
"2007-02-22",182
"2007-02-23",233
"2007-02-24",184
"2007-02-25",151
"2007-02-26",180
"2007-02-27",185
"2007-02-28",178
"2007-03-01",276
"2007-03-02",239
"2007-03-03",188
"2007-03-04",154
"2007-03-05",167
"2007-03-06",171
"2007-03-07",175
"2007-03-08",212
"2007-03-09",235
"2007-03-10",201
"2007-03-11",155
"2007-03-12",202
"2007-03-13",218
"2007-03-14",234
"2007-03-15",229
"2007-03-16",270
"2007-03-17",199
"2007-03-18",187
"2007-03-19",218
"2007-03-20",239
"2007-03-21",227
"2007-03-22",214
"2007-03-23",254
"2007-03-24",219
"2007-03-25",175
"2007-03-26",228
"2007-03-27",226
"2007-03-28",216
"2007-03-29",202
"2007-03-30",230
"2007-03-31",185
"2007-04-01",246
"2007-04-02",212
"2007-04-03",207
"2007-04-04",244
"2007-04-05",202
"2007-04-06",208
"2007-04-07",189
"2007-04-08",146
"2007-04-09",210
"2007-04-10",245
"2007-04-11",209
"2007-04-12",210
"2007-04-13",215
"2007-04-14",209
"2007-04-15",227
"2007-04-16",256
"2007-04-17",232
"2007-04-18",232
"2007-04-19",229
"2007-04-20",295
"2007-04-21",216
"2007-04-22",198
"2007-04-23",232
"2007-04-24",214
"2007-04-25",234
"2007-04-26",207
"2007-04-27",237
"2007-04-28",240
"2007-04-29",177
"2007-04-30",233
"2007-05-01",328
"2007-05-02",241
"2007-05-03",208
"2007-05-04",239
"2007-05-05",226
"2007-05-06",172
"2007-05-07",237
"2007-05-08",207
"2007-05-09",230
"2007-05-10",228
"2007-05-11",251
"2007-05-12",227
"2007-05-13",181
"2007-05-14",240
"2007-05-15",302
"2007-05-16",249
"2007-05-17",270
"2007-05-18",283
"2007-05-19",237
"2007-05-20",206
"2007-05-21",245
"2007-05-22",258
"2007-05-23",250
"2007-05-24",255
"2007-05-25",308
"2007-05-26",226
"2007-05-27",207
"2007-05-28",212
"2007-05-29",266
"2007-05-30",239
"2007-05-31",217
"2007-06-01",391
"2007-06-02",262
"2007-06-03",201
"2007-06-04",241
"2007-06-05",234
"2007-06-06",236
"2007-06-07",213
"2007-06-08",267
"2007-06-09",233
"2007-06-10",211
"2007-06-11",240
"2007-06-12",240
"2007-06-13",257
"2007-06-14",271
"2007-06-15",303
"2007-06-16",265
"2007-06-17",235
"2007-06-18",257
"2007-06-19",277
"2007-06-20",296
"2007-06-21",288
"2007-06-22",251
"2007-06-23",223
"2007-06-24",237
"2007-06-25",254
"2007-06-26",249
"2007-06-27",251
"2007-06-28",252
"2007-06-29",256
"2007-06-30",222
"2007-07-01",327
"2007-07-02",278
"2007-07-03",287
"2007-07-04",226
"2007-07-05",246
"2007-07-06",282
"2007-07-07",256
"2007-07-08",222
"2007-07-09",255
"2007-07-10",288
"2007-07-11",266
"2007-07-12",302
"2007-07-13",323
"2007-07-14",268
"2007-07-15",274
"2007-07-16",261
"2007-07-17",289
"2007-07-18",267
"2007-07-19",272
"2007-07-20",310
"2007-07-21",254
"2007-07-22",240
"2007-07-23",294
"2007-07-24",250
"2007-07-25",271
"2007-07-26",295
"2007-07-27",323
"2007-07-28",247
"2007-07-29",246
"2007-07-30",279
"2007-07-31",247
"2007-08-01",384
"2007-08-02",232
"2007-08-03",275
"2007-08-04",241
"2007-08-05",234
"2007-08-06",282
"2007-08-07",281
"2007-08-08",257
"2007-08-09",267
"2007-08-10",265
"2007-08-11",251
"2007-08-12",212
"2007-08-13",283
"2007-08-14",257
"2007-08-15",291
"2007-08-16",256
"2007-08-17",289
"2007-08-18",230
"2007-08-19",214
"2007-08-20",273
"2007-08-21",270
"2007-08-22",263
"2007-08-23",220
"2007-08-24",308
"2007-08-25",249
"2007-08-26",206
"2007-08-27",264
"2007-08-28",270
"2007-08-29",247
"2007-08-30",273
"2007-08-31",282
"2007-09-01",332
"2007-09-02",197
"2007-09-03",198
"2007-09-04",256
"2007-09-05",272
"2007-09-06",246
"2007-09-07",274
"2007-09-08",239
"2007-09-09",215
"2007-09-10",242
"2007-09-11",225
"2007-09-12",226
"2007-09-13",244
"2007-09-14",265
"2007-09-15",251
"2007-09-16",235
"2007-09-17",235
"2007-09-18",255
"2007-09-19",236
"2007-09-20",263
"2007-09-21",271
"2007-09-22",255
"2007-09-23",197
"2007-09-24",243
"2007-09-25",254
"2007-09-26",230
"2007-09-27",261
"2007-09-28",277
"2007-09-29",249
"2007-09-30",229
"2007-10-01",377
"2007-10-02",228
"2007-10-03",219
"2007-10-04",250
"2007-10-05",247
"2007-10-06",275
"2007-10-07",235
"2007-10-08",225
"2007-10-09",232
"2007-10-10",261
"2007-10-11",232
"2007-10-12",295
"2007-10-13",236
"2007-10-14",225
"2007-10-15",280
"2007-10-16",256
"2007-10-17",236
"2007-10-18",261
"2007-10-19",307
"2007-10-20",219
"2007-10-21",230
"2007-10-22",258
"2007-10-23",268
"2007-10-24",279
"2007-10-25",267
"2007-10-26",297
"2007-10-27",271
"2007-10-28",247
"2007-10-29",268
"2007-10-30",256
"2007-10-31",268
"2007-11-01",346
"2007-11-02",212
"2007-11-03",239
"2007-11-04",187
"2007-11-05",257
"2007-11-06",249
"2007-11-07",235
"2007-11-08",214
"2007-11-09",264
"2007-11-10",245
"2007-11-11",214
"2007-11-12",267
"2007-11-13",233
"2007-11-14",254
"2007-11-15",212
"2007-11-16",254
"2007-11-17",256
"2007-11-18",219
"2007-11-19",226
"2007-11-20",234
"2007-11-21",240
"2007-11-22",153
"2007-11-23",216
"2007-11-24",239
"2007-11-25",182
"2007-11-26",244
"2007-11-27",222
"2007-11-28",237
"2007-11-29",218
"2007-11-30",201
"2007-12-01",260
"2007-12-02",194
"2007-12-03",222
"2007-12-04",199
"2007-12-05",189
"2007-12-06",216
"2007-12-07",230
"2007-12-08",196
"2007-12-09",173
"2007-12-10",237
"2007-12-11",223
"2007-12-12",248
"2007-12-13",229
"2007-12-14",222
"2007-12-15",221
"2007-12-16",163
"2007-12-17",239
"2007-12-18",244
"2007-12-19",213
"2007-12-20",264
"2007-12-21",277
"2007-12-22",204
"2007-12-23",224
"2007-12-24",181
"2007-12-25",117
"2007-12-26",198
"2007-12-27",192
"2007-12-28",207
"2007-12-29",177
"2007-12-30",186
"2007-12-31",219
"2008-01-01",566
"2008-01-02",232
"2008-01-03",198
"2008-01-04",233
"2008-01-05",251
"2008-01-06",204
"2008-01-07",223
"2008-01-08",240
"2008-01-09",258
"2008-01-10",272
"2008-01-11",269
"2008-01-12",223
"2008-01-13",201
"2008-01-14",245
"2008-01-15",276
"2008-01-16",205
"2008-01-17",215
"2008-01-18",236
"2008-01-19",183
"2008-01-20",158
"2008-01-21",193
"2008-01-22",198
"2008-01-23",177
"2008-01-24",198
"2008-01-25",194
"2008-01-26",177
"2008-01-27",158
"2008-01-28",229
"2008-01-29",194
"2008-01-30",172
"2008-01-31",171
"2008-02-01",303
"2008-02-02",189
"2008-02-03",138
"2008-02-04",188
"2008-02-05",184
"2008-02-06",157
"2008-02-07",171
"2008-02-08",227
"2008-02-09",168
"2008-02-10",144
"2008-02-11",193
"2008-02-12",132
"2008-02-13",208
"2008-02-14",171
"2008-02-15",223
"2008-02-16",190
"2008-02-17",168
"2008-02-18",197
"2008-02-19",184
"2008-02-20",201
"2008-02-21",220
"2008-02-22",209
"2008-02-23",207
"2008-02-24",167
"2008-02-25",193
"2008-02-26",197
"2008-02-27",217
"2008-02-28",166
"2008-02-29",219
"2008-03-01",362
"2008-03-02",165
"2008-03-03",194
"2008-03-04",175
"2008-03-05",202
"2008-03-06",195
"2008-03-07",228
"2008-03-08",196
"2008-03-09",163
"2008-03-10",218
"2008-03-11",208
"2008-03-12",240
"2008-03-13",178
"2008-03-14",230
"2008-03-15",229
"2008-03-16",185
"2008-03-17",198
"2008-03-18",191
"2008-03-19",204
"2008-03-20",216
"2008-03-21",194
"2008-03-22",185
"2008-03-23",153
"2008-03-24",234
"2008-03-25",221
"2008-03-26",258
"2008-03-27",217
"2008-03-28",236
"2008-03-29",199
"2008-03-30",203
"2008-03-31",228
"2008-04-01",322
"2008-04-02",223
"2008-04-03",207
"2008-04-04",223
"2008-04-05",225
"2008-04-06",181
"2008-04-07",252
"2008-04-08",254
"2008-04-09",236
"2008-04-10",241
"2008-04-11",253
"2008-04-12",219
"2008-04-13",189
"2008-04-14",235
"2008-04-15",307
"2008-04-16",261
"2008-04-17",248
"2008-04-18",270
"2008-04-19",228
"2008-04-20",224
"2008-04-21",259
"2008-04-22",233
"2008-04-23",259
"2008-04-24",262
"2008-04-25",224
"2008-04-26",192
"2008-04-27",200
"2008-04-28",255
"2008-04-29",233
"2008-04-30",242
"2008-05-01",329
"2008-05-02",251
"2008-05-03",207
"2008-05-04",157
"2008-05-05",243
"2008-05-06",234
"2008-05-07",258
"2008-05-08",242
"2008-05-09",276
"2008-05-10",251
"2008-05-11",188
"2008-05-12",230
"2008-05-13",213
"2008-05-14",233
"2008-05-15",244
"2008-05-16",275
"2008-05-17",240
"2008-05-18",199
"2008-05-19",268
"2008-05-20",265
"2008-05-21",279
"2008-05-22",241
"2008-05-23",294
"2008-05-24",248
"2008-05-25",185
"2008-05-26",210
"2008-05-27",247
"2008-05-28",266
"2008-05-29",263
"2008-05-30",237
"2008-05-31",222
"2008-06-01",326
"2008-06-02",278
"2008-06-03",243
"2008-06-04",249
"2008-06-05",257
"2008-06-06",273
"2008-06-07",228
"2008-06-08",232
"2008-06-09",274
"2008-06-10",296
"2008-06-11",291
"2008-06-12",253
"2008-06-13",285
"2008-06-14",264
"2008-06-15",225
"2008-06-16",281
"2008-06-17",242
"2008-06-18",264
"2008-06-19",261
"2008-06-20",268
"2008-06-21",246
"2008-06-22",210
"2008-06-23",231
"2008-06-24",278
"2008-06-25",273
"2008-06-26",266
"2008-06-27",306
"2008-06-28",253
"2008-06-29",237
"2008-06-30",264
"2008-07-01",341
"2008-07-02",253
"2008-07-03",294
"2008-07-04",218
"2008-07-05",208
"2008-07-06",211
"2008-07-07",285
"2008-07-08",274
"2008-07-09",308
"2008-07-10",273
"2008-07-11",300
"2008-07-12",278
"2008-07-13",255
"2008-07-14",307
"2008-07-15",313
"2008-07-16",287
"2008-07-17",269
"2008-07-18",305
"2008-07-19",280
"2008-07-20",272
"2008-07-21",257
"2008-07-22",263
"2008-07-23",279
"2008-07-24",288
"2008-07-25",326
"2008-07-26",286
"2008-07-27",248
"2008-07-28",287
"2008-07-29",279
"2008-07-30",309
"2008-07-31",298
"2008-08-01",340
"2008-08-02",244
"2008-08-03",226
"2008-08-04",251
"2008-08-05",295
"2008-08-06",272
"2008-08-07",264
"2008-08-08",338
"2008-08-09",268
"2008-08-10",222
"2008-08-11",274
"2008-08-12",290
"2008-08-13",287
"2008-08-14",272
"2008-08-15",324
"2008-08-16",268
"2008-08-17",228
"2008-08-18",298
"2008-08-19",326
"2008-08-20",287
"2008-08-21",301
"2008-08-22",306
