"Date","Amount_Theft"
"2008-08-23",270
"2008-08-24",235
"2008-08-25",256
"2008-08-26",278
"2008-08-27",273
"2008-08-28",257
"2008-08-29",275
"2008-08-30",257
"2008-08-31",219
"2008-09-01",327
"2008-09-02",297
"2008-09-03",262
"2008-09-04",197
"2008-09-05",281
"2008-09-06",266
"2008-09-07",255
"2008-09-08",288
"2008-09-09",292
"2008-09-10",276
"2008-09-11",283
"2008-09-12",294
"2008-09-13",257
"2008-09-14",205
"2008-09-15",286
"2008-09-16",257
"2008-09-17",285
"2008-09-18",296
"2008-09-19",276
"2008-09-20",278
"2008-09-21",223
"2008-09-22",253
"2008-09-23",253
"2008-09-24",319
"2008-09-25",268
"2008-09-26",303
"2008-09-27",228
"2008-09-28",231
"2008-09-29",250
"2008-09-30",291
"2008-10-01",364
"2008-10-02",262
"2008-10-03",239
"2008-10-04",242
"2008-10-05",221
"2008-10-06",254
"2008-10-07",275
"2008-10-08",274
"2008-10-09",277
"2008-10-10",331
"2008-10-11",249
"2008-10-12",242
"2008-10-13",246
"2008-10-14",295
"2008-10-15",293
"2008-10-16",266
"2008-10-17",251
"2008-10-18",265
"2008-10-19",241
"2008-10-20",292
"2008-10-21",283
"2008-10-22",244
"2008-10-23",264
"2008-10-24",289
"2008-10-25",265
"2008-10-26",235
"2008-10-27",247
"2008-10-28",242
"2008-10-29",241
"2008-10-30",278
"2008-10-31",292
"2008-11-01",356
"2008-11-02",237
"2008-11-03",196
"2008-11-04",208
"2008-11-05",240
"2008-11-06",264
"2008-11-07",269
"2008-11-08",227
"2008-11-09",184
"2008-11-10",251
"2008-11-11",245
"2008-11-12",223
"2008-11-13",253
"2008-11-14",270
"2008-11-15",267
"2008-11-16",192
"2008-11-17",205
"2008-11-18",231
"2008-11-19",251
"2008-11-20",264
"2008-11-21",276
"2008-11-22",237
"2008-11-23",203
"2008-11-24",249
"2008-11-25",248
"2008-11-26",266
"2008-11-27",150
"2008-11-28",239
"2008-11-29",236
"2008-11-30",179
"2008-12-01",277
"2008-12-02",229
"2008-12-03",221
"2008-12-04",209
"2008-12-05",235
"2008-12-06",238
"2008-12-07",181
"2008-12-08",212
"2008-12-09",232
"2008-12-10",243
"2008-12-11",214
"2008-12-12",245
"2008-12-13",202
"2008-12-14",187
"2008-12-15",211
"2008-12-16",206
"2008-12-17",208
"2008-12-18",232
"2008-12-19",196
"2008-12-20",185
"2008-12-21",140
"2008-12-22",196
"2008-12-23",176
"2008-12-24",166
"2008-12-25",88
"2008-12-26",167
"2008-12-27",216
"2008-12-28",184
"2008-12-29",222
"2008-12-30",203
"2008-12-31",216
"2009-01-01",459
"2009-01-02",213
"2009-01-03",225
"2009-01-04",196
"2009-01-05",206
"2009-01-06",202
"2009-01-07",204
"2009-01-08",195
"2009-01-09",204
"2009-01-10",182
"2009-01-11",148
"2009-01-12",192
"2009-01-13",204
"2009-01-14",147
"2009-01-15",185
"2009-01-16",186
"2009-01-17",186
"2009-01-18",144
"2009-01-19",149
"2009-01-20",198
"2009-01-21",201
"2009-01-22",188
"2009-01-23",183
"2009-01-24",183
"2009-01-25",159
"2009-01-26",192
"2009-01-27",177
"2009-01-28",192
"2009-01-29",192
"2009-01-30",184
"2009-01-31",170
"2009-02-01",254
"2009-02-02",221
"2009-02-03",196
"2009-02-04",172
"2009-02-05",207
"2009-02-06",218
"2009-02-07",215
"2009-02-08",161
"2009-02-09",213
"2009-02-10",175
"2009-02-11",199
"2009-02-12",202
"2009-02-13",210
"2009-02-14",215
"2009-02-15",175
"2009-02-16",206
"2009-02-17",212
"2009-02-18",214
"2009-02-19",160
"2009-02-20",230
"2009-02-21",166
"2009-02-22",147
"2009-02-23",179
"2009-02-24",182
"2009-02-25",206
"2009-02-26",181
"2009-02-27",198
"2009-02-28",202
"2009-03-01",214
"2009-03-02",191
"2009-03-03",212
"2009-03-04",217
"2009-03-05",184
"2009-03-06",224
"2009-03-07",229
"2009-03-08",153
"2009-03-09",225
"2009-03-10",207
"2009-03-11",222
"2009-03-12",208
"2009-03-13",225
"2009-03-14",229
"2009-03-15",200
"2009-03-16",179
"2009-03-17",225
"2009-03-18",186
"2009-03-19",203
"2009-03-20",214
"2009-03-21",208
"2009-03-22",158
"2009-03-23",240
"2009-03-24",251
"2009-03-25",231
"2009-03-26",248
"2009-03-27",221
"2009-03-28",235
"2009-03-29",160
"2009-03-30",229
"2009-03-31",222
"2009-04-01",283
"2009-04-02",223
"2009-04-03",250
"2009-04-04",196
"2009-04-05",179
"2009-04-06",199
"2009-04-07",205
"2009-04-08",221
"2009-04-09",237
"2009-04-10",209
"2009-04-11",215
"2009-04-12",143
"2009-04-13",188
"2009-04-14",220
"2009-04-15",279
"2009-04-16",221
"2009-04-17",260
"2009-04-18",215
"2009-04-19",161
"2009-04-20",251
"2009-04-21",256
"2009-04-22",231
"2009-04-23",188
"2009-04-24",214
"2009-04-25",223
"2009-04-26",183
"2009-04-27",227
"2009-04-28",248
"2009-04-29",222
"2009-04-30",208
"2009-05-01",303
"2009-05-02",197
"2009-05-03",168
"2009-05-04",214
"2009-05-05",225
"2009-05-06",228
"2009-05-07",248
"2009-05-08",230
"2009-05-09",237
"2009-05-10",189
"2009-05-11",256
"2009-05-12",234
"2009-05-13",242
"2009-05-14",210
"2009-05-15",258
"2009-05-16",235
"2009-05-17",212
"2009-05-18",228
"2009-05-19",229
"2009-05-20",235
"2009-05-21",216
"2009-05-22",252
"2009-05-23",218
"2009-05-24",207
"2009-05-25",198
"2009-05-26",225
"2009-05-27",230
"2009-05-28",240
"2009-05-29",245
"2009-05-30",195
"2009-05-31",193
"2009-06-01",321
"2009-06-02",224
"2009-06-03",213
"2009-06-04",222
"2009-06-05",223
"2009-06-06",230
"2009-06-07",187
"2009-06-08",225
"2009-06-09",188
"2009-06-10",228
"2009-06-11",211
"2009-06-12",252
"2009-06-13",202
"2009-06-14",177
"2009-06-15",230
"2009-06-16",195
"2009-06-17",223
"2009-06-18",211
"2009-06-19",232
"2009-06-20",244
"2009-06-21",178
"2009-06-22",235
"2009-06-23",232
"2009-06-24",260
"2009-06-25",223
"2009-06-26",244
"2009-06-27",245
"2009-06-28",238
"2009-06-29",236
"2009-06-30",246
"2009-07-01",334
"2009-07-02",261
"2009-07-03",249
"2009-07-04",178
"2009-07-05",197
"2009-07-06",227
"2009-07-07",289
"2009-07-08",258
"2009-07-09",251
"2009-07-10",283
"2009-07-11",237
"2009-07-12",250
"2009-07-13",232
"2009-07-14",263
"2009-07-15",265
"2009-07-16",273
"2009-07-17",257
"2009-07-18",240
"2009-07-19",198
"2009-07-20",268
"2009-07-21",263
"2009-07-22",280
"2009-07-23",266
"2009-07-24",283
"2009-07-25",247
"2009-07-26",229
"2009-07-27",280
"2009-07-28",256
"2009-07-29",252
"2009-07-30",238
"2009-07-31",227
"2009-08-01",333
"2009-08-02",242
"2009-08-03",227
"2009-08-04",220
"2009-08-05",246
"2009-08-06",258
"2009-08-07",247
"2009-08-08",249
"2009-08-09",237
"2009-08-10",236
"2009-08-11",256
"2009-08-12",276
"2009-08-13",257
"2009-08-14",248
"2009-08-15",272
"2009-08-16",230
"2009-08-17",252
"2009-08-18",258
"2009-08-19",266
"2009-08-20",271
"2009-08-21",256
"2009-08-22",235
"2009-08-23",218
"2009-08-24",273
"2009-08-25",252
"2009-08-26",248
"2009-08-27",244
"2009-08-28",270
"2009-08-29",218
"2009-08-30",205
"2009-08-31",233
"2009-09-01",294
"2009-09-02",232
"2009-09-03",212
"2009-09-04",255
"2009-09-05",242
"2009-09-06",211
"2009-09-07",229
"2009-09-08",239
"2009-09-09",246
"2009-09-10",264
"2009-09-11",291
"2009-09-12",222
"2009-09-13",226
"2009-09-14",235
"2009-09-15",288
"2009-09-16",237
"2009-09-17",256
"2009-09-18",266
"2009-09-19",221
"2009-09-20",224
"2009-09-21",239
"2009-09-22",233
"2009-09-23",232
"2009-09-24",227
"2009-09-25",309
"2009-09-26",261
"2009-09-27",213
"2009-09-28",230
"2009-09-29",259
"2009-09-30",212
"2009-10-01",282
"2009-10-02",213
"2009-10-03",204
"2009-10-04",205
"2009-10-05",231
"2009-10-06",223
"2009-10-07",245
"2009-10-08",222
"2009-10-09",231
"2009-10-10",255
"2009-10-11",195
"2009-10-12",214
"2009-10-13",245
"2009-10-14",210
"2009-10-15",241
"2009-10-16",250
"2009-10-17",218
"2009-10-18",222
"2009-10-19",235
"2009-10-20",237
"2009-10-21",238
"2009-10-22",229
"2009-10-23",239
"2009-10-24",257
"2009-10-25",220
"2009-10-26",208
"2009-10-27",229
"2009-10-28",231
"2009-10-29",230
"2009-10-30",248
"2009-10-31",244
"2009-11-01",274
"2009-11-02",198
"2009-11-03",222
"2009-11-04",201
"2009-11-05",215
"2009-11-06",254
"2009-11-07",205
"2009-11-08",173
"2009-11-09",243
"2009-11-10",245
"2009-11-11",225
"2009-11-12",240
"2009-11-13",263
"2009-11-14",222
"2009-11-15",204
"2009-11-16",213
"2009-11-17",208
"2009-11-18",217
"2009-11-19",224
"2009-11-20",269
"2009-11-21",206
"2009-11-22",212
"2009-11-23",217
"2009-11-24",235
"2009-11-25",238
"2009-11-26",97
"2009-11-27",220
"2009-11-28",219
"2009-11-29",163
"2009-11-30",228
"2009-12-01",269
"2009-12-02",193
"2009-12-03",191
"2009-12-04",220
"2009-12-05",205
"2009-12-06",190
"2009-12-07",192
"2009-12-08",224
"2009-12-09",206
"2009-12-10",174
"2009-12-11",218
"2009-12-12",223
"2009-12-13",173
"2009-12-14",199
"2009-12-15",221
"2009-12-16",213
"2009-12-17",221
"2009-12-18",250
"2009-12-19",177
"2009-12-20",200
"2009-12-21",200
"2009-12-22",171
"2009-12-23",179
"2009-12-24",148
"2009-12-25",74
"2009-12-26",151
"2009-12-27",155
"2009-12-28",185
"2009-12-29",170
"2009-12-30",188
"2009-12-31",184
"2010-01-01",334
"2010-01-02",183
"2010-01-03",148
"2010-01-04",196
"2010-01-05",206
"2010-01-06",170
"2010-01-07",184
"2010-01-08",177
"2010-01-09",188
"2010-01-10",152
"2010-01-11",185
"2010-01-12",211
"2010-01-13",191
"2010-01-14",185
"2010-01-15",264
"2010-01-16",193
"2010-01-17",176
"2010-01-18",210
"2010-01-19",226
"2010-01-20",200
"2010-01-21",176
"2010-01-22",236
"2010-01-23",214
"2010-01-24",149
"2010-01-25",216
"2010-01-26",218
"2010-01-27",167
"2010-01-28",184
"2010-01-29",191
"2010-01-30",189
"2010-01-31",156
"2010-02-01",234
"2010-02-02",190
"2010-02-03",161
"2010-02-04",171
"2010-02-05",204
"2010-02-06",159
"2010-02-07",137
"2010-02-08",181
"2010-02-09",178
"2010-02-10",157
"2010-02-11",173
"2010-02-12",162
"2010-02-13",147
"2010-02-14",140
"2010-02-15",163
"2010-02-16",195
"2010-02-17",177
"2010-02-18",163
"2010-02-19",175
"2010-02-20",181
"2010-02-21",139
"2010-02-22",155
"2010-02-23",185
"2010-02-24",170
"2010-02-25",174
"2010-02-26",198
"2010-02-27",185
"2010-02-28",149
"2010-03-01",243
"2010-03-02",177
"2010-03-03",168
"2010-03-04",161
"2010-03-05",229
"2010-03-06",178
"2010-03-07",155
"2010-03-08",220
"2010-03-09",202
"2010-03-10",199
"2010-03-11",174
"2010-03-12",238
"2010-03-13",198
"2010-03-14",141
"2010-03-15",227
"2010-03-16",204
"2010-03-17",172
"2010-03-18",203
"2010-03-19",230
"2010-03-20",185
"2010-03-21",150
"2010-03-22",197
"2010-03-23",193
"2010-03-24",201
"2010-03-25",212
"2010-03-26",219
"2010-03-27",205
"2010-03-28",197
"2010-03-29",208
"2010-03-30",209
"2010-03-31",199
"2010-04-01",258
"2010-04-02",186
"2010-04-03",184
"2010-04-04",162
"2010-04-05",207
"2010-04-06",179
"2010-04-07",181
"2010-04-08",211
"2010-04-09",207
"2010-04-10",249
"2010-04-11",188
"2010-04-12",194
"2010-04-13",198
"2010-04-14",214
"2010-04-15",240
"2010-04-16",225
"2010-04-17",212
"2010-04-18",165
"2010-04-19",199
"2010-04-20",214
"2010-04-21",201
"2010-04-22",224
"2010-04-23",248
"2010-04-24",200
"2010-04-25",163
"2010-04-26",204
"2010-04-27",175
"2010-04-28",195
"2010-04-29",219
"2010-04-30",233
"2010-05-01",277
"2010-05-02",169
"2010-05-03",226
"2010-05-04",221
"2010-05-05",254
"2010-05-06",217
"2010-05-07",222
"2010-05-08",209
"2010-05-09",201
"2010-05-10",213
"2010-05-11",171
"2010-05-12",221
"2010-05-13",189
"2010-05-14",258
"2010-05-15",262
"2010-05-16",192
"2010-05-17",212
"2010-05-18",226
"2010-05-19",185
"2010-05-20",227
"2010-05-21",237
"2010-05-22",226
"2010-05-23",200
"2010-05-24",236
"2010-05-25",221
"2010-05-26",230
"2010-05-27",207
"2010-05-28",268
"2010-05-29",212
"2010-05-30",191
"2010-05-31",142
"2010-06-01",304
"2010-06-02",219
"2010-06-03",226
"2010-06-04",246
"2010-06-05",229
"2010-06-06",197
"2010-06-07",222
"2010-06-08",206
"2010-06-09",256
"2010-06-10",270
"2010-06-11",249
"2010-06-12",212
"2010-06-13",182
"2010-06-14",220
"2010-06-15",244
"2010-06-16",234
"2010-06-17",235
"2010-06-18",247
"2010-06-19",200
"2010-06-20",203
"2010-06-21",216
"2010-06-22",215
"2010-06-23",219
"2010-06-24",232
"2010-06-25",240
"2010-06-26",246
"2010-06-27",200
"2010-06-28",254
"2010-06-29",236
"2010-06-30",252
"2010-07-01",300
"2010-07-02",216
"2010-07-03",214
"2010-07-04",197
"2010-07-05",190
"2010-07-06",228
"2010-07-07",248
"2010-07-08",228
"2010-07-09",246
"2010-07-10",209
"2010-07-11",202
"2010-07-12",235
"2010-07-13",219
"2010-07-14",246
"2010-07-15",258
"2010-07-16",247
"2010-07-17",259
"2010-07-18",215
"2010-07-19",230
"2010-07-20",234
"2010-07-21",252
"2010-07-22",276
"2010-07-23",247
"2010-07-24",194
"2010-07-25",218
"2010-07-26",235
"2010-07-27",248
"2010-07-28",250
"2010-07-29",218
"2010-07-30",227
"2010-07-31",208
"2010-08-01",279
"2010-08-02",238
"2010-08-03",227
"2010-08-04",225
"2010-08-05",261
"2010-08-06",269
"2010-08-07",252
"2010-08-08",215
"2010-08-09",250
"2010-08-10",247
"2010-08-11",244
"2010-08-12",227
"2010-08-13",222
"2010-08-14",248
"2010-08-15",237
"2010-08-16",254
"2010-08-17",228
"2010-08-18",257
"2010-08-19",221
"2010-08-20",244
"2010-08-21",232
"2010-08-22",202
"2010-08-23",251
"2010-08-24",244
"2010-08-25",241
"2010-08-26",267
"2010-08-27",260
"2010-08-28",241
"2010-08-29",210
"2010-08-30",263
"2010-08-31",233
"2010-09-01",271
"2010-09-02",222
"2010-09-03",262
"2010-09-04",227
"2010-09-05",228
"2010-09-06",228
"2010-09-07",208
"2010-09-08",221
"2010-09-09",229
"2010-09-10",269
"2010-09-11",208
"2010-09-12",241
"2010-09-13",234
"2010-09-14",238
"2010-09-15",215
"2010-09-16",241
"2010-09-17",260
"2010-09-18",193
"2010-09-19",208
"2010-09-20",228
"2010-09-21",259
"2010-09-22",251
"2010-09-23",253
"2010-09-24",238
"2010-09-25",261
"2010-09-26",197
"2010-09-27",233
"2010-09-28",227
"2010-09-29",218
"2010-09-30",209
"2010-10-01",300
"2010-10-02",251
"2010-10-03",198
"2010-10-04",230
"2010-10-05",221
"2010-10-06",237
"2010-10-07",228
"2010-10-08",249
"2010-10-09",215
"2010-10-10",234
"2010-10-11",201
"2010-10-12",222
"2010-10-13",217
"2010-10-14",232
"2010-10-15",264
"2010-10-16",203
"2010-10-17",194
"2010-10-18",229
"2010-10-19",207
"2010-10-20",220
"2010-10-21",229
"2010-10-22",241
"2010-10-23",198
"2010-10-24",180
"2010-10-25",218
"2010-10-26",219
"2010-10-27",204
"2010-10-28",188
"2010-10-29",253
"2010-10-30",246
"2010-10-31",180
"2010-11-01",234
"2010-11-02",229
"2010-11-03",188
"2010-11-04",205
"2010-11-05",220
"2010-11-06",199
"2010-11-07",187
"2010-11-08",219
"2010-11-09",218
"2010-11-10",237
"2010-11-11",210
"2010-11-12",246
"2010-11-13",191
"2010-11-14",171
"2010-11-15",234
"2010-11-16",206
"2010-11-17",193
"2010-11-18",200
"2010-11-19",232
"2010-11-20",214
"2010-11-21",175
"2010-11-22",194
"2010-11-23",191
"2010-11-24",201
"2010-11-25",126
"2010-11-26",185
"2010-11-27",176
"2010-11-28",195
"2010-11-29",208
"2010-11-30",204
"2010-12-01",229
"2010-12-02",188
"2010-12-03",197
"2010-12-04",179
"2010-12-05",142
"2010-12-06",154
"2010-12-07",202
"2010-12-08",166
"2010-12-09",198
"2010-12-10",218
"2010-12-11",179
"2010-12-12",146
"2010-12-13",149
"2010-12-14",181
"2010-12-15",188
"2010-12-16",178
"2010-12-17",217
"2010-12-18",171
"2010-12-19",155
"2010-12-20",200
"2010-12-21",184
"2010-12-22",188
"2010-12-23",193
"2010-12-24",152
"2010-12-25",75
"2010-12-26",118
"2010-12-27",143
"2010-12-28",149
"2010-12-29",148
"2010-12-30",186
"2010-12-31",185
"2011-01-01",348
"2011-01-02",138
"2011-01-03",177
"2011-01-04",153
"2011-01-05",189
"2011-01-06",168
"2011-01-07",206
"2011-01-08",171
"2011-01-09",146
"2011-01-10",189
"2011-01-11",152
"2011-01-12",174
"2011-01-13",183
"2011-01-14",190
"2011-01-15",185
"2011-01-16",158
"2011-01-17",170
"2011-01-18",185
"2011-01-19",186
"2011-01-20",162
"2011-01-21",176
"2011-01-22",148
"2011-01-23",156
"2011-01-24",159
"2011-01-25",175
"2011-01-26",161
"2011-01-27",158
"2011-01-28",201
"2011-01-29",171
"2011-01-30",135
"2011-01-31",149
"2011-02-01",169
"2011-02-02",64
"2011-02-03",102
"2011-02-04",125
"2011-02-05",124
"2011-02-06",110
"2011-02-07",143
"2011-02-08",123
"2011-02-09",148
"2011-02-10",161
"2011-02-11",180
"2011-02-12",168
"2011-02-13",146
"2011-02-14",161
"2011-02-15",203
"2011-02-16",180
"2011-02-17",185
"2011-02-18",231
"2011-02-19",188
"2011-02-20",159
"2011-02-21",139
"2011-02-22",156
"2011-02-23",168
"2011-02-24",182
"2011-02-25",188
"2011-02-26",176
"2011-02-27",130
"2011-02-28",159
"2011-03-01",225
"2011-03-02",130
"2011-03-03",178
"2011-03-04",204
"2011-03-05",153
"2011-03-06",121
"2011-03-07",198
"2011-03-08",183
"2011-03-09",187
"2011-03-10",171
"2011-03-11",211
"2011-03-12",191
"2011-03-13",133
"2011-03-14",171
"2011-03-15",181
"2011-03-16",196
"2011-03-17",194
"2011-03-18",226
"2011-03-19",169
"2011-03-20",149
"2011-03-21",193
"2011-03-22",199
"2011-03-23",185
"2011-03-24",173
"2011-03-25",210
"2011-03-26",199
"2011-03-27",156
"2011-03-28",186
"2011-03-29",191
"2011-03-30",199
"2011-03-31",177
"2011-04-01",249
"2011-04-02",193
"2011-04-03",182
"2011-04-04",194
"2011-04-05",188
"2011-04-06",205
"2011-04-07",210
"2011-04-08",216
"2011-04-09",170
"2011-04-10",169
"2011-04-11",190
"2011-04-12",199
"2011-04-13",193
"2011-04-14",200
"2011-04-15",224
"2011-04-16",206
"2011-04-17",179
"2011-04-18",197
"2011-04-19",165
"2011-04-20",195
"2011-04-21",180
"2011-04-22",204
"2011-04-23",204
"2011-04-24",162
"2011-04-25",188
"2011-04-26",203
"2011-04-27",201
"2011-04-28",195
"2011-04-29",187
"2011-04-30",220
"2011-05-01",238
"2011-05-02",194
"2011-05-03",208
"2011-05-04",217
"2011-05-05",207
"2011-05-06",233
"2011-05-07",200
"2011-05-08",168
"2011-05-09",224
"2011-05-10",229
"2011-05-11",214
"2011-05-12",226
"2011-05-13",249
"2011-05-14",228
"2011-05-15",202
"2011-05-16",210
"2011-05-17",242
"2011-05-18",197
"2011-05-19",215
"2011-05-20",239
"2011-05-21",181
"2011-05-22",180
"2011-05-23",233
"2011-05-24",239
"2011-05-25",195
"2011-05-26",199
"2011-05-27",255
"2011-05-28",195
"2011-05-29",185
"2011-05-30",191
"2011-05-31",216
"2011-06-01",276
"2011-06-02",226
"2011-06-03",211
"2011-06-04",204
"2011-06-05",212
"2011-06-06",252
"2011-06-07",203
"2011-06-08",240
"2011-06-09",205
"2011-06-10",246
"2011-06-11",227
"2011-06-12",215
"2011-06-13",244
"2011-06-14",259
"2011-06-15",295
"2011-06-16",230
"2011-06-17",241
"2011-06-18",227
"2011-06-19",184
"2011-06-20",248
"2011-06-21",240
"2011-06-22",217
"2011-06-23",250
"2011-06-24",225
"2011-06-25",244
"2011-06-26",259
"2011-06-27",224
"2011-06-28",239
"2011-06-29",239
"2011-06-30",244
"2011-07-01",273
"2011-07-02",269
"2011-07-03",202
"2011-07-04",200
"2011-07-05",226
"2011-07-06",235
"2011-07-07",239
"2011-07-08",247
"2011-07-09",221
"2011-07-10",212
"2011-07-11",222
"2011-07-12",233
"2011-07-13",256
"2011-07-14",241
"2011-07-15",292
"2011-07-16",260
"2011-07-17",252
"2011-07-18",242
"2011-07-19",236
"2011-07-20",231
"2011-07-21",232
"2011-07-22",230
"2011-07-23",226
"2011-07-24",203
"2011-07-25",228
"2011-07-26",214
"2011-07-27",247
"2011-07-28",239
"2011-07-29",261
"2011-07-30",241
"2011-07-31",249
"2011-08-01",287
"2011-08-02",254
"2011-08-03",250
"2011-08-04",224
"2011-08-05",265
"2011-08-06",237
"2011-08-07",187
"2011-08-08",216
"2011-08-09",230
"2011-08-10",249
"2011-08-11",238
"2011-08-12",255
"2011-08-13",267
"2011-08-14",219
"2011-08-15",264
"2011-08-16",198
"2011-08-17",238
"2011-08-18",235
"2011-08-19",281
"2011-08-20",263
"2011-08-21",209
"2011-08-22",231
"2011-08-23",233
"2011-08-24",225
"2011-08-25",251
"2011-08-26",235
"2011-08-27",247
"2011-08-28",203
"2011-08-29",234
"2011-08-30",240
"2011-08-31",248
"2011-09-01",283
"2011-09-02",273
"2011-09-03",210
"2011-09-04",192
"2011-09-05",196
"2011-09-06",211
"2011-09-07",215
"2011-09-08",205
"2011-09-09",273
"2011-09-10",226
"2011-09-11",186
"2011-09-12",222
"2011-09-13",213
"2011-09-14",217
"2011-09-15",246
"2011-09-16",234
"2011-09-17",237
"2011-09-18",190
"2011-09-19",215
"2011-09-20",229
"2011-09-21",199
"2011-09-22",221
"2011-09-23",253
"2011-09-24",202
"2011-09-25",187
"2011-09-26",214
"2011-09-27",203
"2011-09-28",226
"2011-09-29",196
"2011-09-30",258
"2011-10-01",266
"2011-10-02",214
"2011-10-03",229
"2011-10-04",231
"2011-10-05",202
"2011-10-06",211
"2011-10-07",236
"2011-10-08",225
"2011-10-09",218
"2011-10-10",201
"2011-10-11",206
"2011-10-12",236
"2011-10-13",186
"2011-10-14",235
"2011-10-15",228
"2011-10-16",169
"2011-10-17",217
"2011-10-18",211
"2011-10-19",184
"2011-10-20",199
"2011-10-21",228
"2011-10-22",228
"2011-10-23",224
"2011-10-24",218
"2011-10-25",237
"2011-10-26",230
"2011-10-27",170
"2011-10-28",237
"2011-10-29",207
"2011-10-30",180
"2011-10-31",211
"2011-11-01",259
"2011-11-02",189
"2011-11-03",188
"2011-11-04",188
"2011-11-05",217
"2011-11-06",176
"2011-11-07",193
"2011-11-08",205
"2011-11-09",211
"2011-11-10",208
"2011-11-11",231
"2011-11-12",236
"2011-11-13",199
"2011-11-14",206
"2011-11-15",244
"2011-11-16",190
"2011-11-17",214
"2011-11-18",237
"2011-11-19",191
"2011-11-20",188
"2011-11-21",204
"2011-11-22",189
"2011-11-23",201
"2011-11-24",138
"2011-11-25",231
"2011-11-26",210
"2011-11-27",180
"2011-11-28",208
"2011-11-29",208
"2011-11-30",200
"2011-12-01",265
"2011-12-02",210
"2011-12-03",181
"2011-12-04",179
"2011-12-05",245
"2011-12-06",174
"2011-12-07",205
"2011-12-08",176
"2011-12-09",218
"2011-12-10",204
"2011-12-11",194
"2011-12-12",200
"2011-12-13",214
"2011-12-14",196
"2011-12-15",202
"2011-12-16",218
"2011-12-17",192
"2011-12-18",186
"2011-12-19",201
"2011-12-20",223
"2011-12-21",211
"2011-12-22",200
"2011-12-23",223
"2011-12-24",160
"2011-12-25",84
"2011-12-26",134
"2011-12-27",154
"2011-12-28",182
"2011-12-29",172
"2011-12-30",214
"2011-12-31",185
"2012-01-01",335
"2012-01-02",135
"2012-01-03",169
"2012-01-04",175
"2012-01-05",193
"2012-01-06",200
"2012-01-07",198
"2012-01-08",171
"2012-01-09",204
"2012-01-10",179
"2012-01-11",200
"2012-01-12",171
"2012-01-13",184
"2012-01-14",175
"2012-01-15",151
"2012-01-16",176
"2012-01-17",187
"2012-01-18",187
"2012-01-19",192
"2012-01-20",168
"2012-01-21",149
"2012-01-22",131
"2012-01-23",181
"2012-01-24",186
"2012-01-25",215
"2012-01-26",216
"2012-01-27",191
"2012-01-28",160
"2012-01-29",169
"2012-01-30",178
"2012-01-31",187
"2012-02-01",236
"2012-02-02",175
"2012-02-03",195
"2012-02-04",169
"2012-02-05",116
"2012-02-06",169
"2012-02-07",190
"2012-02-08",182
"2012-02-09",177
"2012-02-10",160
"2012-02-11",143
"2012-02-12",137
"2012-02-13",163
"2012-02-14",170
"2012-02-15",182
"2012-02-16",193
"2012-02-17",185
"2012-02-18",151
"2012-02-19",114
"2012-02-20",146
"2012-02-21",169
"2012-02-22",186
"2012-02-23",170
"2012-02-24",167
"2012-02-25",185
"2012-02-26",125
"2012-02-27",187
"2012-02-28",172
"2012-02-29",173
"2012-03-01",247
"2012-03-02",184
"2012-03-03",161
"2012-03-04",120
"2012-03-05",159
"2012-03-06",170
"2012-03-07",189
"2012-03-08",170
"2012-03-09",202
"2012-03-10",177
"2012-03-11",153
"2012-03-12",170
"2012-03-13",183
"2012-03-14",173
"2012-03-15",202
"2012-03-16",242
"2012-03-17",220
"2012-03-18",176
"2012-03-19",212
"2012-03-20",189
"2012-03-21",190
"2012-03-22",219
"2012-03-23",236
"2012-03-24",201
"2012-03-25",163
"2012-03-26",191
"2012-03-27",187
"2012-03-28",236
"2012-03-29",211
"2012-03-30",210
"2012-03-31",195
"2012-04-01",244
"2012-04-02",202
"2012-04-03",218
"2012-04-04",206
"2012-04-05",215
"2012-04-06",227
"2012-04-07",205
"2012-04-08",154
"2012-04-09",228
"2012-04-10",213
"2012-04-11",190
"2012-04-12",183
"2012-04-13",208
"2012-04-14",237
"2012-04-15",235
"2012-04-16",250
"2012-04-17",227
"2012-04-18",201
"2012-04-19",186
"2012-04-20",218
"2012-04-21",199
"2012-04-22",139
"2012-04-23",199
"2012-04-24",210
"2012-04-25",216
"2012-04-26",225
"2012-04-27",219
"2012-04-28",188
"2012-04-29",152
"2012-04-30",197
"2012-05-01",260
"2012-05-02",205
"2012-05-03",200
"2012-05-04",216
"2012-05-05",216
"2012-05-06",158
"2012-05-07",222
"2012-05-08",224
"2012-05-09",211
"2012-05-10",209
"2012-05-11",207
"2012-05-12",201
"2012-05-13",168
"2012-05-14",182
"2012-05-15",230
"2012-05-16",215
"2012-05-17",210
"2012-05-18",225
"2012-05-19",169
"2012-05-20",197
"2012-05-21",200
"2012-05-22",209
"2012-05-23",216
"2012-05-24",256
"2012-05-25",247
"2012-05-26",213
"2012-05-27",184
"2012-05-28",174
"2012-05-29",216
"2012-05-30",222
"2012-05-31",200
"2012-06-01",313
"2012-06-02",207
"2012-06-03",212
"2012-06-04",215
"2012-06-05",185
"2012-06-06",224
"2012-06-07",213
"2012-06-08",251
"2012-06-09",231
"2012-06-10",193
"2012-06-11",244
"2012-06-12",251
"2012-06-13",237
"2012-06-14",223
"2012-06-15",268
"2012-06-16",245
"2012-06-17",189
"2012-06-18",217
"2012-06-19",246
"2012-06-20",258
